Distribuidor ;Area;Articulo;Descripcion;Cantidad;Capacidad;Linea;Rubro
TOTAL  CENTRO S.R.L.;NEA y Litoral;300063098;Twistos Minit Queso 95gx30x1;4319;410495,00;Gold ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300063097;Twistos Minit Queso 100gx30;4027;382565,00;Gold ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052695;Twistos Minit Jamon 100gx30;70;7,00;Gold ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052696;Twistos Minit Jamon 40gx112x1;3284940;34,36;Platinum ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300063264;Twistos Minit Queso 40gx112x1;3284940;25,36;Platinum ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300063263;Twistos Minit Jamon 40gx84;287;11,48;Platinum ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052694;Twistos Minit Jamon 155gx20;1881;291555,00;Silver ;Crakers
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062972;Pehuamaráacanaladaá230gx14x1;264;69,96;Bronze ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062973;Pehuamar Papa Lisa 230gx14x1;194;44,62;Bronze ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060197;Pehuamar Acanalada 485x9;97;22,31;Bronze ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060096;Pehuamar Papa Lisa 485gx9;80;38,80;Bronze ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060095;Pehuamar Maicitos 260gx10x1;43;20855,00;Bronze ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060195;Doritos Queso 77gx26;8916;757,86;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060192;Cheetos Queso 85gx24x1;7801;600677,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060664;3d Queso 85gx27x1;4460;379,10;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060661;Doritos Dinamita Fh 70gx44x1;3985;338725,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062697;Lays Ondas Fh 70gx28;3284940;224,70;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059811;Cheetos Queso Crema 85gx24;2354;164,78;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061010;Lays Queso Y Cebolla 77gx28;1518;129,03;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060098;Maniásalápeladoá75gx64x1;1296;99792,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300063271;Lays Ketchup 77gx28x1;1278;95,85;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060099;Lays Jamon Serrano 77gx28;1217;93709,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060230;Lays Provoleta 77gx28x1;1171;90167,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062584;Lays Mostaza 77gx28;773;59521,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062585;Maniax Japones Jamon 95gx40x1;480;36,96;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061021;Maniax Japones Sal 95gx40x1;457;43415,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061020;Tostitos 77gx26;395;37525,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060201;Pep Comun 120grx21;301;23177,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052821;Pep Rueditas 120grx21;179;21,48;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052756;Maniax Aji Y Limon 110gx56;155;18,60;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300053043;Mani Sal Con Piel 75gx64x1;135;14,85;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061030;Mani Con Piel 150gx30;132;9,90;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052643;Pep Ramitas Queso 120gx21;110;16,50;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300058720;Maniax Sal Y Limon 95gx60x1;84;10,08;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060869;Doritos Queso 77gx17 Exp Arg;82;7,79;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060459;Mani Pelado 135gx40x1;17;1309,00;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061023;Mani Pelado 85gx58;8;1,08;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052622;Doritos Dinamita Fh 70gx64x1 Ex Arg;0;0,51;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059753;Lays Cheddar 77gx28;3;0,21;Gold ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059432;Doritos Queso 40gx70x1;5109;204,36;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059545;Cheetos Queso 43gx70x1;4662;186,48;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059433;3d Queso 43gx75x1;2861;123023,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300058395;Cheetos Queso Crema 43gx66;2292;98556,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061011;Doritos Dinamita Fh 33gx110x1;1272;54696,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062698;Lays Ondas Fh 30gx72;1049;34617,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059801;Pep Comun 84grx36;787;23,61;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052820;Lays Clasicas 20grx76;630;52,92;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300051988;Cheetos 23grx108;0;11,06;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300050336;P3p Ru3ditas 74grx36;381;8763,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052757;3d Mega Queso Pc Dts 23grx120;364;26936,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052023;Pep Ramitas Queso 84gx36;348;8004,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300058721;Lays Provoleta 34gx72x1;336;28224,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300062045;Pep Comun 40gx60 Pi;249;8466,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300033488;Pep Rueditas 40gx60 Pi;159;6,36;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300033489;Lays Jamon Serrano 34gx72;138;5,52;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059431;Lays Qso Y Cebolla 34gx72;138;4692,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059430;Pep Ramitas Queso 40gx60;131;4454,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300058740;Lays Ketchup 34gx72x1;113;4,52;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060354;Doritos Queso 40gx58x1 Ch;105;3,57;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059547;Doritos Dinamita Fh 33gx40x1 Ex Arg;25;1,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300059867;Lays Mostaza 34gx72x1;9;297,00;Platinum ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060193;Doritos Queso 129gx19;0;579148,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060190;3d Queso 143gx18x1;3629;468141,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300058397;Cheetos Queso 140gx18x1;1681;240383,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060662;Pehuamar Acanalada 80gx25;1526;213,64;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052667;Pehuamar Maicitos 125gx16;1137;90,96;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052758;Pehuamar Papa Lisa 75gx28x1;810;101,25;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060198;Pehuamar Papa Acana 135gx19;798;59,85;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060097;Lays Clasicas 230gx14x1;0;99495,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060194;Pehuamar Papa Lisa 135gx19x1;642;147,66;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060196;Doritos Queso 220gx14;3284940;73035,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300054910;Pehuamar Palisal 90gx36;353;77,66;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052790;Cheetos Queso 229gx12x1;321;28,89;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060663;Lays Clasicas 330gx9;3284940;55647,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060231;Lays Jamon Serrano 122gx19;235;77,55;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060080;T0stit0s 129gx19;217;26474,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060199;Pehuamar Paliqueso 90gx36;170;21,93;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300052656;Doritos Queso 200gx14;168;15,12;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060191;Pehuamar Palisal 165gx21x1;156;31,20;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060092;Tostitos 200gx14;97;16005,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060200;Pehuamar Paliqueso 165gx21x1;80;16,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300060094;Mani Pelado 320gx17x1;59;9735,00;Silver ;Salty
TOTAL  CENTRO S.R.L.;NEA y Litoral;300061022;Lays Clasicas 249grx14;48;15,36;Silver ;Salty
BRINDARSE S.A. ;NOA;300058444;Quaker Avena Instant 18x280g Arg;2369;663,32;Silver ;Cereals
BRINDARSE S.A. ;NOA;300051955;Quaker Avena Tradic 18x280g;947;265,16;Silver ;Cereals
BRINDARSE S.A. ;NOA;300030737;Quaker Barra Frutilla  C 20x180g;291;8,73;Silver ;Cereals
BRINDARSE S.A. ;NOA;300030736;Quaker Barra Chispas De Choco 20x156g;247;6422,00;Silver ;Cereals
BRINDARSE S.A. ;NOA;300030738;Quaker Barras Mous De Choco 20x156g;178;4628,00;Silver ;Cereals
BRINDARSE S.A. ;NOA;300058445;Quaker Avena Instant 18x500g Arg;173;86,50;Silver ;Cereals
BRINDARSE S.A. ;NOA;300058446;Quaker Avena Tradic 18x550g Arg;165;90,75;Silver ;Cereals
BRINDARSE S.A. ;NOA;300051958;Quaker Avena Extra Fina 18x470g;102;47,94;Silver ;Cereals
BRINDARSE S.A. ;NOA;300052628;Quaker Cereales Honey Graham 9x190g;56;10,64;Silver ;Cereals
BRINDARSE S.A. ;NOA;300052629;Quaker Cereales Honey Nut Oats 9x190g;41;7,79;Silver ;Cereals
BRINDARSE S.A. ;NOA;300063098;Twistos Minit Jamon 95gx30x1;0;8835,00;Gold ;Crakers
BRINDARSE S.A. ;NOA;300063097;Twistos Minit Queso 95gx30x1;40;3,80;Gold ;Crakers
BRINDARSE S.A. ;NOA;300052695;Twistos Minit Queso 100gx30;4;0,40;Gold ;Crakers
BRINDARSE S.A. ;NOA;300063264;Twistos Minit Jamon 40gx112x1;23;0,92;Platinum ;Crakers
BRINDARSE S.A. ;NOA;300052696;Twistos Minit Queso 40gx84;19;0,76;Platinum ;Crakers
BRINDARSE S.A. ;NOA;300063263;Twist0s Minit Qu3s0 40gx112x1;8;0,32;Platinum ;Crakers
BRINDARSE S.A. ;NOA;300052698;Twistos Minit Jamon 40gx84;3;0,12;Platinum ;Crakers
BRINDARSE S.A. ;NOA;300052697;Twistos Minit Jamon 155gx20;12;1,86;Silver ;Crakers
BRINDARSE S.A. ;NOA;300052694;Twistos Minit Queso 155gx20;11;1705,00;Silver ;Crakers
BRINDARSE S.A. ;NOA;300060096;Pehuamar Acanalada 485x9;300;145,50;Bronze ;Salty
BRINDARSE S.A. ;NOA;300062973;Pehuamaráacanaladaá230gx14x1;167;38,41;Bronze ;Salty
BRINDARSE S.A. ;NOA;300060197;Pehuamar Papa Lisa 230gx14x1;123;28,29;Bronze ;Salty
BRINDARSE S.A. ;NOA;300060095;Pehuamar Papa Lisa 485gx9;76;36,86;Bronze ;Salty
BRINDARSE S.A. ;NOA;300052665;Pehuamar Acanalada 245gx14;6;1,47;Bronze ;Salty
BRINDARSE S.A. ;NOA;300060091;P3huamar Palisal 620gx6x1;3;1,86;Bronze ;Salty
BRINDARSE S.A. ;NOA;300062972;P3huamarámaicit0sá265gx10x1;2;0,53;Bronze ;Salty
BRINDARSE S.A. ;NOA;300060195;Lays Clasicas 85gx25x1;35605;3026425,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300060192;Doritos Queso 77gx26;20953;1613381,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300062697;D0rit0s Dinamita Fh 70gx44x1;11195;783,65; Gold ;Salty
BRINDARSE S.A. ;NOA;300059811;Lays Ondas Fh 70gx28;3284940;714,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300060230;Lays Jamon Serrano 77gx28;9972;767844,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300063271;Maniásalápeladoá75gx64x1;0;674,40; Gold ;Salty
BRINDARSE S.A. ;NOA;300060661;3d Queso 85gx27x1;6888;585,48; Gold ;Salty
BRINDARSE S.A. ;NOA;300060098;Lays Queso Y Cebolla 77gx28;6155;473935,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300060099;Lays Ketchup 77gx28x1;0;403249,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300060664;Cheetos Queso 85gx24x1;5093;432905,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300062584;Lays Provoleta 77gx28x1;2812;216524,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300062585;Lays Mostaza 77gx28;2385;183645,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300061010;Cheetos Queso Crema 85gx24;1239;105315,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300061023;Mani Pelado 135gx40x1;1171;158085,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300061021;Maniax Japones Jamon 95gx40x1;0;56,81; Gold ;Salty
BRINDARSE S.A. ;NOA;300053043;Maniax Aji Y Limon 110gx56;556;61,16; Gold ;Salty
BRINDARSE S.A. ;NOA;300060201;Tostitos 77gx26;437;33649,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300061030;Mani Sal C0n Pi3l 75gx64x1;432;32,40; Gold ;Salty
BRINDARSE S.A. ;NOA;300060869;Maniax Sal Y Limon 95gx60x1;369;35055,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300052756;Pep Rueditas 120grx21;350;42,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300061020;Maniax Japones Sal 95gx40x1;261;24795,00; Gold ;Salty
BRINDARSE S.A. ;NOA;300052622;Mani Pelado 85gx58;198;16,83; Gold ;Salty
BRINDARSE S.A. ;NOA;300052821;Pep Comun 120grx21;165;19,80; Gold ;Salty
BRINDARSE S.A. ;NOA;300058720;Pep Ramitas Queso 120gx21;158;18,96; Gold ;Salty
BRINDARSE S.A. ;NOA;300052643;Mani Con Piel 150gx30;108;16,20; Gold ;Salty
BRINDARSE S.A. ;NOA;300060459;Doritos Queso 77gx17 Exp Arg;10;0,77; Gold ;Salty
BRINDARSE S.A. ;NOA;300059753;Doritos Dinamita Fh 70gx64x1 Ex Arg;9;0,63; Gold ;Salty
BRINDARSE S.A. ;NOA;300059432;Lays Clasicas 40gx68x1;28489;1139,56;Platinum ;Salty
BRINDARSE S.A. ;NOA;300051988;Lays Clasicas 20grx76;26235;524,70;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059545;Doritos Queso 40gx70x1;24120;964,80;Platinum ;Salty
BRINDARSE S.A. ;NOA;300062698;Doritos Dinamita Fh 33gx110x1;10079;332607,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300058395;3d Queso 43gx75x1;6990;300,57;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059801;Lays Ondas Fh 30gx72;6603;198,09;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059433;Cheetos Queso 43gx70x1;6008;258344,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300033489;Pep Rueditas 60x40 Gr Pi;0;145,32;Platinum ;Salty
BRINDARSE S.A. ;NOA;300052023;3d Mega Queso Pc Dts 23grx120;3563;81949,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300050336;Cheetos 23grx108;3191;73393,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300052820;Pep Comun 84grx36;2439;204876,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059431;Lays Jamon Serrano 34gx72;3284940;58344,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300052757;Pep Rueditas 74grx36;1515;112,11;Platinum ;Salty
BRINDARSE S.A. ;NOA;300061011;Cheetos Queso Crema 43gx66;1239;53277,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300033488;Pep 60x40 Gr Cp;1159;46,36;Platinum ;Salty
BRINDARSE S.A. ;NOA;300058721;Pep Ramitas Queso 84gx36;685;57,54;Platinum ;Salty
BRINDARSE S.A. ;NOA;300058740;Pep Ramitas Queso 40gx60;563;22,52;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059430;Lays Qso Y Cebolla 34gx72;473;16082,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300060354;Lays Ketchup 34gx72x1;441;14994,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300062045;Lays Provoleta 34gx72x1;292;9928,00;Platinum ;Salty
BRINDARSE S.A. ;NOA;300062122;Lays Mostaza 34gx72x1;160;5,44;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059547;Doritos Queso 40gx58x1 Ch;0;1,28;Platinum ;Salty
BRINDARSE S.A. ;NOA;300059867;Doritos Dinamita Fh 33gx40x1 Ex Arg;10;0,33;Platinum ;Salty
BRINDARSE S.A. ;NOA;300060193;Lays Clasicas 134gx19x1;9163;1227842,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300060190;Doritos Queso 129gx19;3656;471624,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300052667;Pehuamar Acanalada 80gx25;3097;247,76;Silver ;Salty
BRINDARSE S.A. ;NOA;300060194;Lays Clasicas 230gx14x1;2128;489,44;Silver ;Salty
BRINDARSE S.A. ;NOA;300060097;Pehuamar Papa Acana 135gx19;1322;178,47;Silver ;Salty
BRINDARSE S.A. ;NOA;300060231;Lays Clasicas 330gx9;770;254,10;Silver ;Salty
BRINDARSE S.A. ;NOA;300060198;Pehuamar Papa Lisa 75gx28x1;738;55,35;Silver ;Salty
BRINDARSE S.A. ;NOA;300058397;3d Queso 143gx18x1;593;84799,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300052790;Pehuamar Palisal 90gx36;430;38,70;Silver ;Salty
BRINDARSE S.A. ;NOA;300060662;Cheetos Queso 140gx18x1;405;56,70;Silver ;Salty
BRINDARSE S.A. ;NOA;300054910;Doritos Queso 220gx14;232;51,04;Silver ;Salty
BRINDARSE S.A. ;NOA;300060199;Tostitos 129gx19;217;27993,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300060080;Lays Jamon Serrano 122gx19;182;22204,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300060196;Pehuamar Papa Lisa 135gx19x1;160;21,60;Silver ;Salty
BRINDARSE S.A. ;NOA;300061022;Mani Pelado 320gx17x1;0;36,80;Silver ;Salty
BRINDARSE S.A. ;NOA;300052656;Pehuamar Paliqueso 90gx36;106;9,54;Silver ;Salty
BRINDARSE S.A. ;NOA;300060663;Cheetos Queso 229gx12x1;3284940;11679,00;Silver ;Salty
BRINDARSE S.A. ;NOA;300060092;Pehuamar Palisal 165gx21x1;30;4,95;Silver ;Salty
BRINDARSE S.A. ;NOA;300052758;Pehuamar Maicitos 125gx16;26;3,25;Silver ;Salty
BRINDARSE S.A. ;NOA;300060200;Tostitos 200gx14;24;4,80;Silver ;Salty
BRINDARSE S.A. ;NOA;300060094;Pehuamar Paliqueso 165gx21x1;13;2145,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300063098;Twistos Minit Jamon 95gx30x1;8382;796,29;Gold ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300063097;Twistos Minit Queso 95gx30x1;6426;610,47;Gold ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052867;Twistos Minit Jamon 100gx30;2;0,20;Gold ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052696;Twistos Minit Queso 40gx84;2387;95,48;Platinum ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300063263;Twistos Minit Queso 40gx112x1;1389;55,56;Platinum ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300063264;Twistos Minit Jamon 40gx112x1;556;22,24;Platinum ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052698;Twistos Minit Jamon 40gx84;158;6,32;Platinum ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052697;Twistos Minit Jamon 155gx20;363;56265,00;Silver ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052694;Twistos Minit Queso 155gx20;326;50,53;Silver ;Crakers
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060095;Pehuamar Papa Lisa 485gx9;6846;3320,31;Bronze ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062972;Pehuamarámaicitosá265gx10x1;6697;1774705,00;Bronze ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060096;Pehuamar Acanalada 485x9;5054;2451,19;Bronze ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060093;Pehuamar Paliqueso 620gx6x1;661;409,82;Bronze ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060091;Pehuamar Palisal 620gx6x1;487;301,94;Bronze ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060234;P3huamar Maicit0s 260gx10x1;40;10,40;Bronze ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060192;Doritos Queso 77gx26;18431;1419187,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060195;Lays Clasicas 85gx25x1;14593;1240405,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062697;Doritos Dinamita Fh 70gx44x1;9114;637,98;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060661;3d Queso 85gx27x1;8449;718165,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060664;Cheetos Queso 85gx24x1;6965;592025,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052756;Pep Rueditas 120grx21;5178;621,36;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060230;Lays Jamon Serrano 77gx28;4236;326172,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059811;Lays Ondas Fh 70gx28;3692;258,44;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061010;Cheetos Queso Crema 85gx24;3505;297925,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060098;Lays Queso Y Cebolla 77gx28;3198;246246,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060099;Lays Ketchup 77gx28x1;2986;229922,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062584;Lays Provoleta 77gx28x1;2439;187803,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062585;Lays Mostaza 77gx28;1832;141064,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061023;Mani Pelado 135gx40x1;1443;194805,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052643;Mani Con Piel 150gx30;1125;168,75;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300063271;Maniásalápeladoá75gx64x1;1072;80,40;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061030;Mani Sal Con Piel 75gx64x1;728;54,60;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060201;Tostitos 77gx26;475;36575,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058720;Pep Ramitas Queso 120gx21;470;56,40;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061021;Maniax Japones Jamon 95gx40x1;220;20,90;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052622;Mani Pelado 85gx58;0;16,83;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052821;Pep Comun 120grx21;155;18,60;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059753;Doritos Dinamita Fh 70gx64x1 Ex Arg;123;8,61;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060869;Maniax Sal Y Limon 95gx60x1;76;7,22;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300053043;Maniax Aji Y Limon 110gx56;73;8,03;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061020;Maniax Japones Sal 95gx40x1;10;0,95;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052892;Cheetos Queso 94x24;2;188,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058394;3d Queso 92gx27x1;2;184,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060352;Lays May0n3sa 77gx28x1;2;154,00;Gold ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059545;Doritos Queso 40gx70x1;13593;543,72;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052757;Pep Rueditas 74grx36;9816;726384,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059432;Lays Clasicas 40gx68x1;8029;321,16;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058395;3d Queso 43gx75x1;7294;313642,00;Platinum ;Salty
